order_id,customer_id,order_status,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date
order_000055,cust_01068,delivered,2017-01-24 20:37:56,2017-02-03 08:55:03.806801,2017-02-04 17:53:10.278837
order_000056,cust_01142,delivered,2017-10-23 00:06:34,2017-10-31 23:52:08.540262,2017-10-27 21:43:51.018911
order_000057,cust_01866,delivered,2017-03-25 14:27:28,2017-04-02 15:28:49.268467,2017-04-04 04:26:15.389991
order_000058,cust_01056,delivered,2018-02-06 15:22:23,2018-02-14 15:19:03.608961,2018-02-16 06:39:54.174741
order_000059,cust_02233,delivered,2018-01-04 09:04:18,2018-01-13 13:59:24.757564,2018-01-12 08:08:37.882947
order_000060,cust_02995,delivered,2018-05-14 11:15:32,2018-05-23 06:23:32.727671,2018-05-20 02:41:54.861872
order_000061,cust_02597,delivered,2018-02-07 18:57:27,2018-02-16 22:58:52.086552,2018-02-16 22:03:29.466077
order_000062,cust_00049,delivered,2017-07-17 09:04:15,2017-07-27 20:11:13.190418,2017-07-24 08:46:35.415423
order_000063,cust_01283,delivered,2018-06-07 01:32:49,2018-06-15 16:32:14.866218,2018-06-14 06:11:32.885785
order_000064,cust_01469,delivered,2017-08-10 08:56:24,2017-08-20 01:05:07.818302,2017-08-17 11:44:47.797111
order_000065,cust_00071,delivered,2017-06-25 06:05:36,2017-07-03 09:09:06.892975,2017-07-02 05:57:37.853289
order_000066,cust_01506,delivered,2018-05-04 09:11:07,2018-05-15 02:33:31.426750,2018-05-10 09:21:47.621675
order_000067,cust_02804,delivered,2017-07-20 05:31:20,2017-07-29 08:21:16.042670,2017-07-25 14:06:47.348241
order_000068,cust_00576,delivered,2017-02-11 03:35:49,2017-02-20 21:47:33.701017,2017-02-21 19:45:30.849608
order_000069,cust_00425,delivered,2017-09-11 23:38:55,2017-09-20 07:09:44.377612,2017-09-19 13:58:33.798660
order_000070,cust_00577,delivered,2018-03-06 03:05:34,2018-03-16 04:49:06.415414,2018-03-14 17:26:34.206572
order_000071,cust_00179,delivered,2017-04-13 16:56:46,2017-04-24 06:39:34.527737,2017-04-20 05:56:15.555652
order_000072,cust_01594,delivered,2017-09-07 17:13:18,2017-09-17 09:31:38.369496,2017-09-12 09:07:07.120549
order_000073,cust_01875,delivered,2017-03-12 14:49:36,2017-03-21 11:48:03.073658,2017-03-19 11:44:46.097555
order_000074,cust_01636,delivered,2018-01-06 21:52:29,2018-01-14 04:06:25.389555,2018-01-15 03:54:25.866802
order_000075,cust_00915,delivered,2017-09-14 00:07:10,2017-09-24 11:49:09.185933,2017-09-19 22:43:57.219323
order_000076,cust_01832,delivered,2017-06-28 07:14:20,2017-07-07 11:07:44.732259,2017-07-08 14:05:18.615891
order_000077,cust_02904,delivered,2017-05-03 04:25:24,2017-05-12 13:37:09.803557,2017-05-09 05:07:50.645795
order_000078,cust_00951,delivered,2017-11-01 13:50:46,2017-11-11 20:13:42.665335,2017-11-08 08:40:38.984996
order_000079,cust_00165,delivered,2017-12-28 15:15:10,2018-01-06 13:51:35.471189,2018-01-02 14:51:27.796791
order_000080,cust_02141,delivered,2018-05-23 21:32:58,2018-06-03 00:02:59.444219,2018-05-31 00:29:04.324188
order_000081,cust_02855,delivered,2017-08-25 09:06:47,2017-09-02 20:17:08.738284,2017-09-02 03:27:37.738912
order_000082,cust_01138,delivered,2017-03-28 05:39:41,2017-04-06 10:25:54.786535,2017-04-03 23:08:14.442333
order_000083,cust_01505,delivered,2018-03-26 22:10:57,2018-04-03 23:00:41.543028,2018-04-01 17:52:34.318634
order_000084,cust_02583,canceled,2017-12-07 16:09:06,2017-12-16 06:28:40.418409,
order_000085,cust_01202,delivered,2018-01-14 18:21:12,2018-01-23 15:39:05.960038,2018-01-22 15:17:29.294978
order_000086,cust_00239,delivered,2017-02-22 10:40:46,2017-03-03 23:50:00.777633,2017-03-05 02:19:51.699992
order_000087,cust_01796,delivered,2017-06-18 10:44:13,2017-06-28 06:24:04.055503,2017-06-26 13:04:49.977340
order_000088,cust_00255,delivered,2018-02-19 09:20:13,2018-02-27 07:14:35.868215,2018-02-27 07:47:21.451912
order_000089,cust_01050,delivered,2018-03-26 17:59:18,2018-04-04 06:13:25.055795,2018-04-01 05:23:38.223401
order_000090,cust_02811,delivered,2017-08-24 05:03:17,2017-09-02 11:02:42.926520,2017-08-29 11:47:16.402618
order_000091,cust_01754,delivered,2018-03-11 23:24:34,2018-03-18 15:47:28.199182,2018-03-18 09:07:19.270957
order_000092,cust_01581,delivered,2018-03-31 04:13:19,2018-04-09 18:31:11.619140,2018-04-08 04:18:14.851121
order_000093,cust_00214,delivered,2017-07-29 11:03:48,2017-08-06 16:23:13.741838,2017-08-04 21:47:51.510215
order_000094,cust_00669,delivered,2018-04-30 07:33:02,2018-05-09 04:05:42.809763,2018-05-06 18:15:31.957426
order_000095,cust_02924,delivered,2017-06-05 15:25:14,2017-06-15 12:37:53.020653,2017-06-15 05:52:59.585542
order_000096,cust_02124,delivered,2017-05-10 16:20:11,2017-05-21 18:02:32.536572,2017-05-15 13:59:39.408375
order_000097,cust_02901,delivered,2018-01-04 22:02:52,2018-01-12 18:20:53.531965,2018-01-13 15:37:25.136270
order_000098,cust_02000,delivered,2017-12-10 18:56:28,2017-12-20 12:48:24.914591,2017-12-17 02:34:26.899320
order_000099,cust_01792,delivered,2017-03-17 05:58:05,2017-03-24 16:23:43.447547,2017-03-23 17:25:21.204288
order_000100,cust_02115,delivered,2018-03-26 04:57:35,2018-04-03 19:35:41.262584,2018-04-01 01:38:10.561626
order_000101,cust_00383,delivered,2017-04-18 21:16:38,2017-04-26 21:08:38.312307,2017-04-29 23:18:31.730709
order_000102,cust_01795,delivered,2018-03-11 11:42:32,2018-03-21 09:47:55.812657,2018-03-19 15:11:27.924031
order_000103,cust_01526,delivered,2017-01-04 02:20:27,2017-01-12 07:22:17.420322,2017-02-04 06:27:18.690569
order_000104,cust_02960,delivered,2018-03-07 19:47:57,2018-03-18 17:05:43.257757,2018-03-16 00:04:26.565885
order_000105,cust_00498,delivered,2018-03-01 15:33:45,2018-03-12 04:40:36.888628,2018-03-08 15:10:17.058428
order_000106,cust_00982,delivered,2018-02-26 00:36:49,2018-03-08 02:42:13.333151,2018-03-06 00:03:13.769623
order_000107,cust_00663,delivered,2017-12-26 18:47:17,2018-01-04 18:48:47.476878,2018-01-01 11:15:28.141959
order_000108,cust_00376,delivered,2017-09-12 14:34:37,2017-09-20 13:50:40.460594,2017-10-03 18:23:39.839166
order_000109,cust_01356,delivered,2018-01-16 14:45:01,2018-01-24 13:56:46.986082,2018-01-23 18:04:18.621779
order_000110,cust_00349,delivered,2017-05-30 20:45:30,2017-06-11 04:37:32.381067,2017-06-06 22:10:13.939438
order_000111,cust_02510,delivered,2018-02-26 11:53:34,2018-03-07 03:54:23.821264,2018-03-05 03:21:52.076339
order_000112,cust_01076,delivered,2017-10-28 11:04:13,2017-11-05 02:42:07.423289,2017-11-05 21:59:01.042514
order_000113,cust_00442,delivered,2017-09-05 14:48:58,2017-09-14 04:18:32.468941,2017-09-12 21:39:00.796708
order_000114,cust_01197,delivered,2017-10-01 04:44:48,2017-10-12 03:40:42.037398,2017-10-09 21:39:07.076490
order_000115,cust_01996,delivered,2017-11-04 03:38:23,2017-11-13 18:32:59.139181,2017-11-12 14:09:05.688387
order_000116,cust_02296,delivered,2017-01-21 20:15:02,2017-02-02 05:47:15.337341,2017-02-01 12:14:48.943791
order_000117,cust_00428,delivered,2017-03-17 05:10:25,2017-03-26 18:37:28.551756,2017-03-26 09:09:59.851374
order_000118,cust_01021,delivered,2017-05-13 12:06:15,2017-05-23 05:52:15.566428,2017-05-22 14:37:51.496230
order_000119,cust_02645,delivered,2017-03-03 06:28:39,2017-03-12 08:18:13.562979,2017-03-09 19:18:50.648007
order_000120,cust_00908,delivered,2017-08-26 05:31:51,2017-09-04 01:18:54.597722,2017-09-01 08:39:39.456844
order_000121,cust_01661,delivered,2017-12-27 14:20:48,2018-01-04 18:58:33.391817,2018-01-05 19:32:55.584481
order_000122,cust_01834,delivered,2017-12-20 19:15:24,2017-12-31 02:14:17.021508,2017-12-30 02:13:14.022682
order_000123,cust_02692,delivered,2017-09-12 10:36:20,2017-09-20 14:55:31.032092,2017-09-17 14:56:10.588158
order_000124,cust_02559,delivered,2018-04-07 03:19:46,2018-04-16 09:54:09.572266,2018-04-16 11:54:05.819627
order_000125,cust_00590,delivered,2017-11-02 05:52:02,2017-11-10 16:04:58.669028,2017-11-06 12:51:36.783700
order_000126,cust_02460,delivered,2017-02-12 03:56:59,2017-02-21 01:53:45.520466,2017-02-22 01:38:37.166313
order_000127,cust_01613,delivered,2018-02-18 21:11:14,2018-02-28 05:15:51.420977,2018-02-26 21:10:02.526551
order_000128,cust_00981,delivered,2017-11-07 07:40:07,2017-11-15 16:25:22.779711,2017-11-14 04:31:23.683344
order_000129,cust_01603,delivered,2017-12-09 08:58:26,2017-12-18 04:52:38.025767,2017-12-15 21:51:09.387800
order_000130,cust_02596,delivered,2017-11-02 01:42:17,2017-11-11 15:10:31.637481,2017-11-09 14:07:05.293295
order_000131,cust_00433,delivered,2017-10-26 10:42:17,2017-11-04 02:03:41.071307,2017-11-02 17:42:12.001651
order_000132,cust_01593,delivered,2017-02-18 21:56:03,2017-02-27 09:01:05.093290,2017-02-26 05:04:51.269664
order_000133,cust_00076,delivered,2017-10-29 09:49:58,2017-11-06 20:26:29.218462,2017-11-10 16:06:39.132202
order_000134,cust_00423,delivered,2018-03-06 15:37:47,2018-03-16 14:58:53.287396,2018-03-16 01:33:34.779960
order_000135,cust_01083,delivered,2017-06-14 04:21:59,2017-06-23 10:24:07.436280,2017-06-22 10:59:02.141535
order_000136,cust_00163,delivered,2017-11-22 03:25:50,2017-11-29 18:37:02.806192,2017-11-30 03:18:09.364586
order_000137,cust_01466,delivered,2017-01-17 17:33:32,2017-01-26 19:19:48.059225,2017-01-24 13:41:19.979986
order_000138,cust_02505,delivered,2017-07-07 01:34:39,2017-07-16 18:37:14.780889,2017-07-14 23:16:59.508355
order_000139,cust_01220,delivered,2017-08-24 10:45:46,2017-09-03 06:45:12.984339,2017-09-03 21:42:22.953844
order_000140,cust_00188,delivered,2018-06-15 07:36:03,2018-06-23 14:57:41.514770,2018-06-24 06:02:14.756268
order_000141,cust_01366,delivered,2017-04-26 00:23:24,2017-05-03 10:51:31.377582,2017-05-01 14:05:55.248048
order_000142,cust_01612,delivered,2017-05-30 12:44:56,2017-06-08 08:21:32.507728,2017-06-06 10:23:21.168185
order_000143,cust_02211,delivered,2017-08-09 23:08:10,2017-08-19 08:16:42.779408,2017-08-15 06:43:18.034759
order_000144,cust_00461,delivered,2018-06-21 01:39:34,2018-06-30 11:44:39.323793,2018-06-29 17:12:54.283858
order_000145,cust_01302,shipped,2018-04-06 19:34:41,2018-04-15 17:08:56.148587,
order_000146,cust_02141,delivered,2017-01-19 12:56:25,2017-01-28 23:02:54.872829,2017-01-25 21:48:39.576458
order_000147,cust_00850,delivered,2017-05-07 17:21:55,2017-05-17 09:29:49.190117,2017-05-16 22:20:47.406192
order_000148,cust_00638,canceled,2018-03-20 02:19:01,2018-03-30 08:17:39.107314,
order_000149,cust_01340,delivered,2017-02-01 20:51:29,2017-02-10 00:26:07.505463,2017-02-10 10:42:07.886195
order_000150,cust_01189,delivered,2018-04-08 00:16:26,2018-04-16 09:54:07.403753,2018-04-15 14:06:31.600894
order_000151,cust_02841,delivered,2017-06-01 21:45:48,2017-06-12 12:51:50.708479,2017-06-12 00:44:53.808661
order_000152,cust_01597,delivered,2018-05-11 15:47:14,2018-05-22 02:55:17.241350,2018-05-14 19:37:48.813007
order_000153,cust_01400,delivered,2017-06-08 08:05:59,2017-06-17 09:38:57.672987,2017-06-13 18:45:31.277364
order_000154,cust_02146,delivered,2017-08-23 00:10:13,2017-09-01 16:10:47.575885,2017-08-28 10:58:58.892349
order_000155,cust_01173,delivered,2017-12-24 14:39:46,2018-01-03 23:33:42.822850,2018-01-02 21:49:45.209288
order_000156,cust_02710,delivered,2017-03-10 02:05:54,2017-03-17 17:52:20.058782,2017-03-17 07:24:28.788815
order_000157,cust_00021,delivered,2017-10-28 14:36:40,2017-11-07 01:43:11.693443,2017-11-06 05:27:31.336743
order_000158,cust_02742,delivered,2017-09-30 18:33:19,2017-10-08 10:14:18.875985,2017-10-07 16:13:55.001592
order_000159,cust_02849,delivered,2018-02-28 06:24:54,2018-03-09 04:14:21.133616,2018-03-07 13:43:50.503593
order_000160,cust_00481,delivered,2018-06-22 05:43:45,2018-07-01 06:09:18.683999,2018-06-30 14:24:09.385782
order_000161,cust_02433,delivered,2017-12-25 05:19:36,2018-01-04 00:45:41.403288,2017-12-28 01:38:50.030498
order_000162,cust_02691,delivered,2017-08-09 05:23:46,2017-08-18 01:48:52.261440,2017-08-14 07:54:03.958605
order_000163,cust_02426,delivered,2017-08-08 02:44:01,2017-08-18 13:24:03.665866,2017-08-14 00:50:02.151875
order_000164,cust_02843,delivered,2017-08-14 05:59:34,2017-08-22 03:15:58.715348,2017-08-20 14:43:23.478533
order_000165,cust_02847,delivered,2018-03-16 15:49:24,2018-03-25 07:58:57.760346,2018-03-24 19:18:12.100965
order_000166,cust_02526,delivered,2017-06-23 07:15:37,2017-07-01 12:04:50.972826,2017-07-05 04:11:28.395000
order_000167,cust_02285,delivered,2017-04-01 18:44:31,2017-04-11 03:46:32.354976,2017-04-11 11:08:25.404425
order_000168,cust_02314,delivered,2017-06-30 19:39:46,2017-07-09 22:29:33.654659,2017-07-09 06:15:35.186890
order_000169,cust_01558,delivered,2017-01-13 18:15:46,2017-01-21 10:17:31.054099,2017-01-20 10:41:36.595370
order_000170,cust_00134,delivered,2017-02-27 12:56:55,2017-03-06 08:48:57.080716,2017-03-03 20:29:19.587879
order_000171,cust_00741,delivered,2017-02-18 07:35:26,2017-02-26 13:02:10.722019,2017-02-25 14:45:04.309313
order_000172,cust_01990,delivered,2018-02-21 22:19:02,2018-03-02 18:11:02.180069,2018-02-28 17:31:28.109423
order_000173,cust_02338,delivered,2018-01-26 04:55:34,2018-02-03 17:53:20.556720,2018-02-01 10:01:42.746088
order_000174,cust_02392,delivered,2018-01-12 11:08:53,2018-01-21 21:15:42.902369,2018-01-17 05:12:53.358180
order_000175,cust_01591,delivered,2017-09-07 10:53:12,2017-09-18 01:06:24.141149,2017-09-13 13:45:13.638918
order_000176,cust_01321,delivered,2018-01-23 17:53:38,2018-02-02 11:58:06.902796,2018-01-30 22:42:55.942791
order_000177,cust_00584,delivered,2017-03-29 13:07:24,2017-04-06 17:44:08.145909,2017-04-06 04:01:26.530032
order_000178,cust_02033,delivered,2018-05-02 19:11:18,2018-05-12 06:03:44.118453,2018-05-10 18:16:30.961433
order_000179,cust_01132,delivered,2017-09-28 22:03:29,2017-10-08 14:04:01.735311,2017-10-07 13:08:14.482860
order_000180,cust_00604,delivered,2018-05-22 09:22:30,2018-05-30 23:17:31.626958,2018-05-31 02:38:05.420421
order_000181,cust_00717,delivered,2017-03-24 20:59:44,2017-04-02 07:58:59.192809,2017-04-02 03:38:56.861248
order_000182,cust_00585,delivered,2017-09-26 04:04:20,2017-10-04 11:47:02.250012,2017-10-02 09:10:35.745345
order_000183,cust_01766,delivered,2018-01-12 21:59:07,2018-01-22 05:23:22.554703,2018-01-18 16:02:14.451324
order_000184,cust_01708,delivered,2017-09-25 04:16:18,2017-10-05 03:18:48.131283,2017-10-01 14:32:14.819846
order_000185,cust_01314,delivered,2017-08-29 20:24:22,2017-09-09 01:49:27.357170,2017-09-04 14:45:11.001436
order_000186,cust_00981,delivered,2017-03-31 09:21:57,2017-04-10 00:33:45.517559,2017-04-07 08:39:23.250682
order_000187,cust_01640,delivered,2017-07-25 23:08:59,2017-08-05 00:56:45.191181,2017-07-31 15:50:23.629843
order_000188,cust_00116,delivered,2017-05-09 03:06:02,2017-05-21 08:27:09.145882,2017-05-16 04:03:33.789790
order_000189,cust_01382,delivered,2017-06-12 11:10:19,2017-06-21 08:18:14.898938,2017-06-19 00:50:11.253658
order_000190,cust_01968,delivered,2018-01-05 21:38:42,2018-01-15 15:27:04.745063,2018-01-12 04:43:15.192452
order_000191,cust_01977,delivered,2017-12-07 01:08:21,2017-12-13 15:01:51.233122,2017-12-13 06:44:46.719035
order_000192,cust_01076,delivered,2017-11-24 06:21:37,2017-12-02 13:00:29.148309,2017-12-08 18:57:50.079987
order_000193,cust_02761,delivered,2017-07-15 02:00:19,2017-07-24 15:11:21.796154,2017-07-21 14:57:55.531517
order_000194,cust_00238,delivered,2018-06-03 07:42:38,2018-06-11 08:26:01.402829,2018-06-11 15:04:39.226685
order_000195,cust_02078,delivered,2017-02-17 09:21:59,2017-02-24 08:15:07.473959,2017-02-23 11:49:05.795992
order_000196,cust_00215,delivered,2017-07-04 14:51:12,2017-07-12 22:19:30.735716,2017-07-09 16:06:38.001927
order_000197,cust_00102,delivered,2017-03-05 06:11:04,2017-03-12 07:42:57.239274,2017-03-14 02:14:18.650919
order_000198,cust_00769,delivered,2017-07-03 03:48:30,2017-07-12 09:42:03.237398,2017-07-10 23:45:16.802803
order_000199,cust_01154,delivered,2018-06-04 04:04:42,2018-06-15 17:19:03.114812,2018-06-11 00:45:54.420506
order_000200,cust_00441,delivered,2017-07-17 22:31:18,2017-07-27 12:50:52.837780,2017-07-28 03:55:46.410189
order_000201,cust_00801,delivered,2018-05-06 22:52:36,2018-05-16 13:49:52.817691,2018-05-14 14:05:57.725789
order_000202,cust_00405,delivered,2017-09-25 05:18:49,2017-10-05 01:56:52.615198,2017-09-30 03:44:54.294278
order_000203,cust_00444,delivered,2018-01-13 04:41:24,2018-01-22 21:50:53.704386,2018-01-20 07:04:40.266339
order_000204,cust_01966,delivered,2017-09-05 01:18:02,2017-09-12 23:48:35.945803,2017-09-12 06:50:14.179397
order_000205,cust_00734,delivered,2017-05-24 23:01:30,2017-06-03 12:17:14.741983,2017-06-04 03:25:26.796554
order_000206,cust_02598,delivered,2018-02-17 16:56:51,2018-02-27 14:58:52.389144,2018-02-25 22:05:14.124046
order_000207,cust_02145,delivered,2018-06-08 18:15:36,2018-06-17 00:26:44.162550,2018-06-13 05:19:40.136705
order_000208,cust_01702,delivered,2017-05-23 06:58:25,2017-05-31 22:19:32.696446,2017-05-28 17:29:35.657826
order_000209,cust_00085,delivered,2018-02-25 15:22:57,2018-03-06 15:12:48.178898,2018-03-06 02:30:41.342485
order_000210,cust_02954,delivered,2017-05-22 01:26:07,2017-05-29 21:44:15.548452,2017-06-20 10:06:26.321830
order_000211,cust_02818,delivered,2018-01-23 16:13:28,2018-01-31 22:34:20.306860,2018-01-29 18:43:25.998703
order_000212,cust_01586,delivered,2018-03-03 13:54:42,2018-03-11 04:03:25.287299,2018-03-16 04:57:33.536751
order_000213,cust_01954,delivered,2017-08-31 07:57:19,2017-09-08 20:29:03.349954,2017-09-04 19:03:47.844938
order_000214,cust_02813,delivered,2018-02-02 17:03:04,2018-02-11 08:35:45.137724,2018-02-08 11:10:19.528103
order_000215,cust_00638,delivered,2017-05-28 15:30:51,2017-06-07 13:04:13.042700,2017-06-05 08:09:43.001982
order_000216,cust_00944,delivered,2017-02-12 10:32:09,2017-02-21 15:20:58.173572,2017-02-21 17:33:57.727113
order_000217,cust_01014,delivered,2017-02-22 04:28:50,2017-03-03 03:56:45.588726,2017-02-27 01:04:42.761174
order_000218,cust_00754,delivered,2017-08-30 00:33:56,2017-09-05 19:56:40.557720,2017-09-07 00:54:34.817854
order_000219,cust_01653,delivered,2018-05-03 22:30:17,2018-05-13 09:33:54.513120,2018-05-13 07:49:28.081594
order_000220,cust_02244,delivered,2017-03-10 06:45:09,2017-03-19 06:55:45.417030,2017-03-15 16:17:00.763380
order_000221,cust_01249,delivered,2017-09-04 07:14:34,2017-09-13 14:50:26.656695,2017-09-10 08:03:42.718078
order_000222,cust_00455,delivered,2018-01-16 16:20:44,2018-01-25 05:31:21.330189,2018-01-25 12:51:14.073874
order_000223,cust_02264,delivered,2017-04-20 06:07:28,2017-04-28 09:43:59.014564,2017-04-27 11:27:45.685040
order_000224,cust_00322,delivered,2018-01-25 09:01:05,2018-02-03 23:45:55.196535,2018-01-31 15:15:28.432188
order_000225,cust_02747,delivered,2017-06-15 17:04:04,2017-06-24 13:55:01.971753,2017-06-23 23:24:28.783656
order_000226,cust_01077,delivered,2018-03-13 14:17:20,2018-03-21 14:50:43.746198,2018-03-21 03:24:41.229442
order_000227,cust_00156,delivered,2017-11-09 15:45:17,2017-11-18 00:34:40.198614,2017-11-16 04:23:28.279334
order_000228,cust_02250,delivered,2017-10-23 00:06:43,2017-11-02 06:45:33.524289,2017-10-30 07:04:41.673995
order_000229,cust_02148,delivered,2017-04-06 10:49:52,2017-04-15 15:34:01.323314,2017-04-14 12:20:16.717413
order_000230,cust_01737,delivered,2017-09-08 11:24:23,2017-09-17 06:41:02.245766,2017-09-17 07:28:29.656484
order_000231,cust_01048,delivered,2018-04-08 15:10:43,2018-04-17 17:34:14.678732,2018-04-23 04:06:29.795937
