customer_id,customer_state
cust_00306,SC
cust_00307,SP
cust_00308,SP
cust_00309,GO
cust_00310,RS
cust_00311,PE
cust_00312,SP
cust_00313,BA
cust_00314,DF
cust_00315,RS
cust_00316,RS
cust_00317,PE
cust_00318,RS
cust_00319,RS
cust_00320,PE
cust_00321,BA
cust_00322,MG
cust_00323,PR
cust_00324,MG
cust_00325,PR
cust_00326,GO
cust_00327,BA
cust_00328,SC
cust_00329,RS
cust_00330,MG
cust_00331,BA
cust_00332,RJ
cust_00333,GO
cust_00334,PE
cust_00335,PE
cust_00336,MG
cust_00337,RS
cust_00338,PR
cust_00339,GO
cust_00340,RJ
cust_00341,GO
cust_00342,RS
cust_00343,GO
cust_00344,SP
cust_00345,PE
cust_00346,SP
cust_00347,RS
cust_00348,SC
cust_00349,PE
cust_00350,SC
cust_00351,RS
cust_00352,RJ
cust_00353,RS
cust_00354,RJ
cust_00355,SP
cust_00356,PE
cust_00357,DF
cust_00358,PR
cust_00359,RS
cust_00360,BA
cust_00361,SP
cust_00362,MG
cust_00363,PR
cust_00364,SC
cust_00365,MG
cust_00366,PR
cust_00367,MG
cust_00368,MG
cust_00369,RS
cust_00370,SC
cust_00371,DF
cust_00372,SP
cust_00373,RJ
cust_00374,RJ
cust_00375,RJ
cust_00376,PR
cust_00377,DF
cust_00378,RS
cust_00379,PE
cust_00380,GO
cust_00381,RJ
cust_00382,RJ
cust_00383,PE
cust_00384,RJ
cust_00385,GO
cust_00386,SP
cust_00387,SC
cust_00388,GO
cust_00389,DF
cust_00390,GO
cust_00391,BA
cust_00392,DF
cust_00393,SC
cust_00394,GO
cust_00395,DF
cust_00396,GO
cust_00397,BA
cust_00398,DF
cust_00399,DF
cust_00400,RS
cust_00401,MG
cust_00402,BA
cust_00403,PR
cust_00404,SP
cust_00405,RS
cust_00406,GO
cust_00407,GO
cust_00408,RJ
cust_00409,BA
cust_00410,BA
cust_00411,PE
cust_00412,RS
cust_00413,PE
cust_00414,SC
cust_00415,RJ
cust_00416,PE
cust_00417,DF
cust_00418,SC
cust_00419,RJ
cust_00420,DF
cust_00421,RJ
cust_00422,RS
cust_00423,MG
cust_00424,SC
cust_00425,MG
cust_00426,GO
cust_00427,RS
cust_00428,SC
cust_00429,RJ
cust_00430,SC
cust_00431,MG
cust_00432,RS
cust_00433,SC
cust_00434,PE
cust_00435,GO
cust_00436,RS
cust_00437,RS
cust_00438,MG
cust_00439,GO
cust_00440,RJ
cust_00441,SP
cust_00442,PR
cust_00443,RS
cust_00444,MG
cust_00445,PR
cust_00446,DF
cust_00447,MG
cust_00448,BA
cust_00449,PE
cust_00450,DF
cust_00451,GO
cust_00452,BA
cust_00453,GO
cust_00454,GO
cust_00455,PE
cust_00456,RJ
cust_00457,RS
cust_00458,BA
cust_00459,GO
cust_00460,RJ
cust_00461,DF
cust_00462,RJ
cust_00463,RJ
cust_00464,SP
cust_00465,BA
cust_00466,BA
cust_00467,GO
cust_00468,BA
cust_00469,SP
cust_00470,MG
cust_00471,RS
cust_00472,GO
cust_00473,PE
cust_00474,DF
cust_00475,GO
cust_00476,GO
cust_00477,PR
cust_00478,BA
cust_00479,PE
cust_00480,SC
cust_00481,PR
cust_00482,RS
cust_00483,DF
cust_00484,PR
cust_00485,RS
cust_00486,RJ
cust_00487,SC
cust_00488,DF
cust_00489,PE
cust_00490,SC
cust_00491,RS
cust_00492,RS
cust_00493,PR
cust_00494,MG
cust_00495,PE
cust_00496,PR
cust_00497,GO
cust_00498,RJ
cust_00499,SP
cust_00500,PE
cust_00501,SP
cust_00502,PE
cust_00503,RS
cust_00504,PE
cust_00505,PE
cust_00506,BA
cust_00507,PR
cust_00508,GO
cust_00509,PR
cust_00510,RJ
cust_00511,BA
cust_00512,SC
cust_00513,SP
cust_00514,BA
cust_00515,SP
cust_00516,DF
cust_00517,RJ
cust_00518,RS
cust_00519,RS
cust_00520,MG
cust_00521,PR
cust_00522,SP
cust_00523,DF
cust_00524,DF
cust_00525,RJ
cust_00526,MG
cust_00527,PR
cust_00528,RJ
cust_00529,MG
cust_00530,GO
cust_00531,SC
cust_00532,DF
cust_00533,MG
cust_00534,SC
cust_00535,DF
cust_00536,MG
cust_00537,PE
cust_00538,PR
cust_00539,RS
cust_00540,RJ
cust_00541,DF
cust_00542,RJ
cust_00543,RJ
cust_00544,PR
cust_00545,SP
cust_00546,GO
cust_00547,PE
cust_00548,RJ
cust_00549,DF
cust_00550,BA
cust_00551,BA
cust_00552,RS
cust_00553,GO
cust_00554,SP
cust_00555,DF
cust_00556,MG
cust_00557,RJ
cust_00558,SP
cust_00559,SP
cust_00560,RJ
cust_00561,SC
cust_00562,RS
cust_00563,SC
cust_00564,RJ
cust_00565,GO
cust_00566,PR
cust_00567,SC
cust_00568,SP
cust_00569,RS
cust_00570,SP
cust_00571,RS
cust_00572,PE
cust_00573,PR
cust_00574,PE
cust_00575,SP
cust_00576,RS
cust_00577,SP
cust_00578,DF
cust_00579,DF
cust_00580,MG
cust_00581,PE
cust_00582,PE
cust_00583,RS
cust_00584,PR
cust_00585,DF
cust_00586,RS
cust_00587,PR
cust_00588,MG
cust_00589,PR
cust_00590,MG
cust_00591,SP
cust_00592,BA
cust_00593,MG
cust_00594,SP
cust_00595,RJ
cust_00596,DF
cust_00597,PR
cust_00598,MG
cust_00599,RS
cust_00600,PR
cust_00601,RS
cust_00602,RS
cust_00603,PR
cust_00604,DF
cust_00605,RS
cust_00606,RJ
cust_00607,PR
cust_00608,RS
cust_00609,BA
cust_00610,BA
cust_00611,PR
cust_00612,MG
cust_00613,PE
cust_00614,SC
cust_00615,RS
cust_00616,SP
cust_00617,SP
cust_00618,DF
cust_00619,BA
cust_00620,GO
cust_00621,PR
cust_00622,RJ
cust_00623,DF
cust_00624,PE
cust_00625,BA
cust_00626,SP
cust_00627,SP
cust_00628,DF
cust_00629,GO
cust_00630,RJ
cust_00631,SC
cust_00632,RS
cust_00633,BA
cust_00634,GO
cust_00635,BA
cust_00636,MG
cust_00637,RS
cust_00638,DF
cust_00639,SP
cust_00640,BA
cust_00641,PR
cust_00642,PR
cust_00643,SP
cust_00644,RJ
cust_00645,PR
cust_00646,BA
cust_00647,RJ
cust_00648,SC
cust_00649,GO
cust_00650,PR
cust_00651,PE
cust_00652,PR
cust_00653,SP
cust_00654,SC
cust_00655,SP
cust_00656,PR
cust_00657,MG
cust_00658,BA
cust_00659,SP
cust_00660,PR
cust_00661,RJ
cust_00662,DF
cust_00663,BA
cust_00664,SC
cust_00665,GO
cust_00666,RJ
cust_00667,BA
cust_00668,DF
cust_00669,PR
cust_00670,DF
cust_00671,GO
cust_00672,DF
cust_00673,RJ
cust_00674,RS
cust_00675,PE
cust_00676,RS
cust_00677,PE
cust_00678,SP
cust_00679,BA
cust_00680,GO
cust_00681,MG
cust_00682,PE
cust_00683,SP
cust_00684,MG
cust_00685,RJ
cust_00686,RJ
cust_00687,PR
cust_00688,GO
cust_00689,RJ
cust_00690,RS
cust_00691,SP
cust_00692,SC
cust_00693,BA
cust_00694,RJ
cust_00695,MG
cust_00696,RJ
cust_00697,SP
cust_00698,RS
cust_00699,RS
cust_00700,MG
cust_00701,GO
cust_00702,MG
cust_00703,MG
cust_00704,PR
cust_00705,GO
cust_00706,MG
cust_00707,SC
cust_00708,DF
cust_00709,GO
cust_00710,SC
cust_00711,PE
cust_00712,SP
cust_00713,BA
cust_00714,MG
cust_00715,MG
cust_00716,PR
cust_00717,GO
cust_00718,PR
cust_00719,MG
cust_00720,BA
cust_00721,SC
cust_00722,PE
cust_00723,SC
cust_00724,SC
cust_00725,SP
cust_00726,RS
cust_00727,SP
cust_00728,RJ
cust_00729,GO
cust_00730,SP
cust_00731,MG
cust_00732,SP
cust_00733,PR
cust_00734,PR
cust_00735,PE
cust_00736,SP
cust_00737,RJ
cust_00738,RS
cust_00739,SP
cust_00740,SP
cust_00741,SC
cust_00742,GO
cust_00743,SP
cust_00744,MG
cust_00745,GO
cust_00746,BA
cust_00747,MG
cust_00748,GO
cust_00749,SC
cust_00750,GO
cust_00751,PR
cust_00752,GO
cust_00753,RS
cust_00754,BA
cust_00755,MG
cust_00756,MG
cust_00757,RJ
cust_00758,PR
cust_00759,RJ
cust_00760,PR
cust_00761,PR
cust_00762,SC
cust_00763,RJ
cust_00764,RS
cust_00765,DF
cust_00766,SP
cust_00767,DF
cust_00768,SP
cust_00769,DF
cust_00770,PR
cust_00771,BA
cust_00772,GO
cust_00773,PE
cust_00774,PE
cust_00775,SP
cust_00776,RS
cust_00777,GO
cust_00778,DF
cust_00779,MG
cust_00780,BA
cust_00781,PR
cust_00782,GO
cust_00783,GO
cust_00784,GO
cust_00785,PE
cust_00786,BA
cust_00787,DF
cust_00788,DF
cust_00789,RS
cust_00790,PR
cust_00791,RS
cust_00792,PE
cust_00793,GO
cust_00794,MG
cust_00795,PR
cust_00796,DF
cust_00797,MG
cust_00798,PE
cust_00799,GO
cust_00800,MG
cust_00801,MG
cust_00802,SC
cust_00803,GO
cust_00804,SP
cust_00805,DF
cust_00806,SC
cust_00807,RJ
cust_00808,PE
cust_00809,SC
cust_00810,RS
cust_00811,RS
cust_00812,PE
cust_00813,PR
cust_00814,PE
cust_00815,GO
cust_00816,DF
cust_00817,DF
cust_00818,DF
cust_00819,BA
cust_00820,MG
cust_00821,SP
cust_00822,RS
cust_00823,PR
cust_00824,MG
cust_00825,PE
cust_00826,RS
cust_00827,DF
cust_00828,SP
cust_00829,RJ
cust_00830,PR
cust_00831,MG
cust_00832,GO
cust_00833,SC
cust_00834,PE
cust_00835,BA
cust_00836,SC
cust_00837,BA
cust_00838,MG
cust_00839,PR
cust_00840,MG
cust_00841,GO
cust_00842,SP
cust_00843,GO
cust_00844,SP
cust_00845,PR
cust_00846,PE
cust_00847,PR
cust_00848,DF
cust_00849,GO
cust_00850,GO
cust_00851,PE
cust_00852,DF
cust_00853,RS
cust_00854,SP
cust_00855,SC
cust_00856,RS
cust_00857,SP
cust_00858,MG
cust_00859,SP
cust_00860,SP
cust_00861,PE
cust_00862,MG
cust_00863,SC
cust_00864,BA
cust_00865,RS
cust_00866,PR
cust_00867,PR
cust_00868,DF
cust_00869,DF
cust_00870,RJ
cust_00871,PE
cust_00872,BA
cust_00873,DF
cust_00874,SC
cust_00875,PR
cust_00876,PE
cust_00877,BA
cust_00878,PR
cust_00879,PE
cust_00880,SP
cust_00881,DF
cust_00882,RS
cust_00883,RS
cust_00884,MG
cust_00885,RJ
cust_00886,RS
cust_00887,SP
cust_00888,MG
cust_00889,PE
cust_00890,BA
cust_00891,PR
cust_00892,DF
cust_00893,PE
cust_00894,RJ
cust_00895,SC
cust_00896,RS
cust_00897,PR
cust_00898,MG
cust_00899,DF
cust_00900,RJ
cust_00901,RJ
cust_00902,RS
cust_00903,GO
cust_00904,PE
cust_00905,RS
cust_00906,MG
cust_00907,RS
cust_00908,MG
cust_00909,SC
cust_00910,DF
cust_00911,BA
cust_00912,BA
cust_00913,RS
cust_00914,MG
cust_00915,RJ
cust_00916,SP
cust_00917,PR
cust_00918,DF
cust_00919,PE
cust_00920,DF
cust_00921,MG
cust_00922,BA
cust_00923,BA
cust_00924,RJ
cust_00925,SP
cust_00926,PE
cust_00927,MG
cust_00928,PR
cust_00929,GO
cust_00930,SP
cust_00931,RJ
cust_00932,RJ
cust_00933,BA
cust_00934,SP
cust_00935,BA
cust_00936,RJ
cust_00937,SC
cust_00938,SC
cust_00939,PE
cust_00940,PE
cust_00941,PR
cust_00942,DF
cust_00943,MG
cust_00944,DF
cust_00945,DF
cust_00946,GO
cust_00947,SC
cust_00948,SP
cust_00949,PR
cust_00950,PR
cust_00951,RS
cust_00952,SP
cust_00953,DF
cust_00954,BA
cust_00955,SP
cust_00956,RJ
cust_00957,GO
cust_00958,BA
cust_00959,RJ
cust_00960,MG
cust_00961,RJ
cust_00962,BA
cust_00963,SP
cust_00964,PE
cust_00965,RS
cust_00966,MG
cust_00967,RS
cust_00968,DF
cust_00969,PR
cust_00970,MG
cust_00971,DF
cust_00972,SP
cust_00973,MG
cust_00974,SC
cust_00975,SC
cust_00976,PR
cust_00977,RS
cust_00978,GO
cust_00979,SP
cust_00980,SC
cust_00981,BA
cust_00982,MG
cust_00983,PE
cust_00984,SC
cust_00985,PR
cust_00986,GO
cust_00987,RJ
cust_00988,MG
cust_00989,GO
cust_00990,RJ
cust_00991,SP
cust_00992,GO
cust_00993,SP
cust_00994,GO
cust_00995,GO
cust_00996,GO
cust_00997,SP
cust_00998,MG
cust_00999,RJ
cust_01000,PE
cust_01001,MG
cust_01002,MG
cust_01003,SC
cust_01004,BA
cust_01005,PR
cust_01006,RJ
cust_01007,PR
cust_01008,PR
cust_01009,SC
cust_01010,DF
cust_01011,RS
cust_01012,SP
cust_01013,RJ
cust_01014,RJ
cust_01015,GO
cust_01016,BA
cust_01017,MG
cust_01018,PE
cust_01019,DF
cust_01020,PR
cust_01021,PE
cust_01022,PE
cust_01023,MG
cust_01024,DF
cust_01025,DF
cust_01026,BA
cust_01027,DF
cust_01028,PR
cust_01029,PE
cust_01030,BA
cust_01031,SC
cust_01032,RS
cust_01033,RS
cust_01034,SP
cust_01035,PR
cust_01036,RJ
cust_01037,SC
cust_01038,PR
cust_01039,RJ
cust_01040,MG
cust_01041,GO
cust_01042,SP
cust_01043,MG
cust_01044,RS
cust_01045,PE
cust_01046,GO
cust_01047,PE
cust_01048,SP
cust_01049,RS
cust_01050,DF
cust_01051,PE
cust_01052,RJ
cust_01053,PR
cust_01054,PR
cust_01055,MG
cust_01056,GO
cust_01057,PE
cust_01058,SP
cust_01059,MG
cust_01060,SC
cust_01061,PE
cust_01062,PE
cust_01063,DF
cust_01064,SC
cust_01065,RJ
cust_01066,SP
cust_01067,SP
cust_01068,SC
cust_01069,BA
cust_01070,RJ
cust_01071,RS
cust_01072,PR
cust_01073,RS
cust_01074,MG
cust_01075,RS
cust_01076,PE
cust_01077,BA
cust_01078,GO
cust_01079,GO
cust_01080,MG
cust_01081,RS
cust_01082,BA
cust_01083,SC
cust_01084,GO
cust_01085,DF
cust_01086,PR
cust_01087,BA
cust_01088,DF
cust_01089,SC
cust_01090,MG
cust_01091,GO
cust_01092,RJ
cust_01093,BA
cust_01094,RJ
cust_01095,MG
cust_01096,DF
cust_01097,MG
cust_01098,BA
cust_01099,PR
cust_01100,RJ
cust_01101,BA
cust_01102,RS
cust_01103,DF
cust_01104,RS
cust_01105,SC
cust_01106,GO
cust_01107,PR
cust_01108,RS
cust_01109,RS
cust_01110,SP
cust_01111,PE
cust_01112,SP
cust_01113,PE
cust_01114,SC
cust_01115,SP
cust_01116,RJ
cust_01117,SP
cust_01118,DF
cust_01119,SP
cust_01120,DF
cust_01121,SP
cust_01122,SC
cust_01123,SC
cust_01124,BA
cust_01125,PR
cust_01126,RJ
cust_01127,MG
cust_01128,SP
cust_01129,GO
cust_01130,SP
cust_01131,BA
cust_01132,SC
cust_01133,MG
cust_01134,RJ
cust_01135,SC
cust_01136,PE
cust_01137,PR
cust_01138,PE
cust_01139,BA
cust_01140,DF
cust_01141,MG
cust_01142,PE
cust_01143,RS
cust_01144,SC
cust_01145,PR
cust_01146,RS
cust_01147,BA
cust_01148,DF
cust_01149,PR
cust_01150,RJ
cust_01151,PR
cust_01152,RJ
cust_01153,SC
cust_01154,BA
cust_01155,PR
cust_01156,DF
cust_01157,MG
cust_01158,SP
cust_01159,BA
cust_01160,DF
cust_01161,SP
cust_01162,RS
cust_01163,SC
cust_01164,BA
cust_01165,GO
cust_01166,BA
cust_01167,DF
cust_01168,SC
cust_01169,MG
cust_01170,DF
cust_01171,RS
cust_01172,RS
cust_01173,BA
cust_01174,PE
cust_01175,BA
cust_01176,SC
cust_01177,BA
cust_01178,PE
cust_01179,MG
cust_01180,GO
cust_01181,SC
cust_01182,RS
cust_01183,RS
cust_01184,SP
cust_01185,PR
cust_01186,PE
cust_01187,DF
cust_01188,RJ
cust_01189,PE
cust_01190,MG
cust_01191,RJ
cust_01192,SC
cust_01193,SP
cust_01194,RJ
cust_01195,MG
cust_01196,GO
cust_01197,RJ
cust_01198,MG
cust_01199,DF
cust_01200,RS
cust_01201,MG
cust_01202,PE
cust_01203,SP
cust_01204,RJ
cust_01205,RS
cust_01206,BA
cust_01207,SP
cust_01208,SP
cust_01209,SP
cust_01210,BA
cust_01211,PE
cust_01212,RS
cust_01213,RJ
cust_01214,PE
cust_01215,PE
cust_01216,SP
cust_01217,PE
cust_01218,DF
cust_01219,BA
cust_01220,RS
cust_01221,MG
cust_01222,RS
cust_01223,RS
cust_01224,RJ
cust_01225,DF
cust_01226,RJ
cust_01227,MG
cust_01228,SP
cust_01229,SC
cust_01230,RJ
cust_01231,PE
cust_01232,SC
cust_01233,SC
cust_01234,PE
cust_01235,DF
cust_01236,RJ
cust_01237,BA
cust_01238,RJ
cust_01239,SP
cust_01240,SP
cust_01241,MG
cust_01242,PR
cust_01243,MG
cust_01244,MG
cust_01245,DF
cust_01246,RJ
cust_01247,SP
cust_01248,PR
cust_01249,BA
cust_01250,SC
cust_01251,BA
cust_01252,RJ
cust_01253,PR
cust_01254,PE
cust_01255,RS
cust_01256,SC
cust_01257,RJ
cust_01258,PE
cust_01259,DF
cust_01260,RS
cust_01261,SP
cust_01262,RS
cust_01263,GO
cust_01264,DF
cust_01265,SC
cust_01266,BA
cust_01267,BA
cust_01268,RJ
cust_01269,RJ
cust_01270,PE
cust_01271,PR
cust_01272,PE
cust_01273,RS
cust_01274,DF
cust_01275,PE
cust_01276,SC
cust_01277,GO
cust_01278,SC
cust_01279,MG
cust_01280,RS
cust_01281,RJ
cust_01282,SC
cust_01283,BA
cust_01284,SP
cust_01285,PR
cust_01286,GO
cust_01287,PE
cust_01288,BA
cust_01289,MG
cust_01290,BA
cust_01291,MG
cust_01292,BA
cust_01293,GO
cust_01294,MG
cust_01295,PE
cust_01296,SP
cust_01297,BA
cust_01298,SC
cust_01299,DF
cust_01300,SC
cust_01301,SP
cust_01302,GO
cust_01303,MG
cust_01304,BA
cust_01305,PE
cust_01306,RS
cust_01307,SP
cust_01308,SC
cust_01309,PR
cust_01310,SC
cust_01311,DF
cust_01312,PE
cust_01313,MG
cust_01314,PE
cust_01315,MG
cust_01316,BA
cust_01317,MG
cust_01318,GO
cust_01319,PR
cust_01320,RS
cust_01321,DF
cust_01322,GO
cust_01323,RJ
cust_01324,SP
cust_01325,GO
cust_01326,GO
cust_01327,MG
cust_01328,RS
cust_01329,BA
cust_01330,BA
cust_01331,PR
cust_01332,PE
cust_01333,RS
cust_01334,RS
cust_01335,PR
cust_01336,MG
cust_01337,GO
cust_01338,PE
cust_01339,SC
cust_01340,RS
cust_01341,SC
cust_01342,RS
cust_01343,MG
cust_01344,BA
cust_01345,RJ
cust_01346,BA
cust_01347,BA
cust_01348,SP
cust_01349,RJ
cust_01350,SC
cust_01351,SP
cust_01352,GO
cust_01353,SC
cust_01354,PR
cust_01355,PR
cust_01356,RS
cust_01357,BA
cust_01358,BA
cust_01359,SP
cust_01360,RJ
cust_01361,GO
cust_01362,DF
cust_01363,GO
cust_01364,MG
cust_01365,GO
cust_01366,BA
cust_01367,MG
cust_01368,BA
cust_01369,PE
cust_01370,PE
cust_01371,DF
cust_01372,GO
cust_01373,PE
cust_01374,SC
cust_01375,BA
cust_01376,DF
cust_01377,PR
cust_01378,BA
cust_01379,RS
cust_01380,DF
cust_01381,GO
cust_01382,SP
cust_01383,RJ
cust_01384,GO
cust_01385,BA
cust_01386,BA
cust_01387,RJ
cust_01388,GO
cust_01389,PE
cust_01390,RS
cust_01391,GO
cust_01392,BA
cust_01393,GO
cust_01394,SC
cust_01395,PR
cust_01396,PE
cust_01397,SP
cust_01398,BA
cust_01399,DF
cust_01400,GO
cust_01401,RS
cust_01402,PR
cust_01403,MG
cust_01404,SC
cust_01405,BA
cust_01406,GO
cust_01407,GO
cust_01408,SC
cust_01409,MG
cust_01410,PR
cust_01411,RS
cust_01412,PR
cust_01413,MG
cust_01414,PE
cust_01415,BA
cust_01416,DF
cust_01417,SP
cust_01418,MG
cust_01419,SP
cust_01420,MG
cust_01421,RJ
cust_01422,RJ
cust_01423,SC
cust_01424,RJ
cust_01425,SC
cust_01426,SP
cust_01427,BA
cust_01428,PE
cust_01429,GO
cust_01430,RS
cust_01431,RS
cust_01432,PR
cust_01433,GO
cust_01434,GO
cust_01435,SC
cust_01436,DF
cust_01437,MG
cust_01438,SC
cust_01439,RJ
cust_01440,SP
cust_01441,BA
cust_01442,PR
cust_01443,SC
cust_01444,DF
cust_01445,PR
cust_01446,DF
cust_01447,SC
cust_01448,RS
cust_01449,SP
cust_01450,DF
cust_01451,PE
cust_01452,RS
cust_01453,PE
cust_01454,GO
cust_01455,SP
cust_01456,DF
cust_01457,RJ
cust_01458,RJ
cust_01459,PR
cust_01460,MG
cust_01461,RS
cust_01462,SC
cust_01463,PR
cust_01464,RS
cust_01465,SC
cust_01466,DF
cust_01467,BA
cust_01468,PR
cust_01469,BA
cust_01470,GO
cust_01471,SP
cust_01472,RJ
cust_01473,DF
cust_01474,DF
cust_01475,PE
cust_01476,PE
cust_01477,DF
cust_01478,SP
cust_01479,SC
cust_01480,RJ
cust_01481,DF
cust_01482,RJ
cust_01483,RJ
cust_01484,SC
cust_01485,RS
cust_01486,GO
cust_01487,MG
cust_01488,PE
cust_01489,RS
cust_01490,SC
cust_01491,DF
cust_01492,BA
cust_01493,RJ
cust_01494,DF
cust_01495,DF
cust_01496,PR
cust_01497,RS
cust_01498,PE
cust_01499,SC
cust_01500,SP
cust_01501,RS
cust_01502,SP
cust_01503,MG
cust_01504,RJ
cust_01505,DF
cust_01506,DF
cust_01507,SP
cust_01508,PE
cust_01509,GO
cust_01510,DF
cust_01511,GO
cust_01512,RS
cust_01513,PR
cust_01514,RJ
cust_01515,GO
cust_01516,SP
cust_01517,SC
cust_01518,PR
cust_01519,RS
cust_01520,DF
cust_01521,PR
cust_01522,SP
cust_01523,GO
cust_01524,DF
cust_01525,RS
cust_01526,MG
cust_01527,PE
cust_01528,SP
cust_01529,BA
cust_01530,RJ
cust_01531,MG
cust_01532,SP
cust_01533,BA
cust_01534,BA
cust_01535,PR
cust_01536,DF
