order_id,order_item_id,product_id,seller_id,price,freight_value
order_000077,1,prod_0132,seller_033,365.3,32.12
order_000078,1,prod_0195,seller_023,149.17,28.32
order_000079,1,prod_0100,seller_035,293.32,20.23
order_000079,1,prod_0177,seller_035,162.9,29.68
order_000080,1,prod_0120,seller_011,159.3,18.08
order_000080,1,prod_0423,seller_011,290.02,28.27
order_000081,1,prod_0243,seller_005,270.64,24.72
order_000082,1,prod_0212,seller_016,318.41,11.72
order_000082,1,prod_0316,seller_016,145.16,9.23
order_000083,1,prod_0484,seller_011,268.42,42.46
order_000084,1,prod_0309,seller_012,301.71,24.76
order_000084,1,prod_0291,seller_012,114.13,43.95
order_000085,1,prod_0447,seller_024,285.31,44.62
order_000085,1,prod_0047,seller_024,145.61,29.05
order_000086,1,prod_0497,seller_028,157.81,33.37
order_000087,1,prod_0110,seller_018,98.71,41.23
order_000088,1,prod_0021,seller_004,264.7,27.54
order_000088,1,prod_0262,seller_004,233.39,22.52
order_000089,1,prod_0338,seller_027,56.86,7.52
order_000089,1,prod_0438,seller_027,168.14,37.07
order_000090,1,prod_0314,seller_026,254.6,17.87
order_000091,1,prod_0432,seller_039,379.78,19.4
order_000092,1,prod_0372,seller_024,326.25,44.49
order_000093,1,prod_0405,seller_026,149.49,31.14
order_000093,1,prod_0442,seller_026,122.91,28.78
order_000094,1,prod_0170,seller_024,366.17,17.36
order_000095,1,prod_0321,seller_010,287.1,41.22
order_000095,1,prod_0440,seller_010,41.12,15.83
order_000096,1,prod_0386,seller_022,293.56,33.57
order_000096,1,prod_0488,seller_022,357.79,28.82
order_000097,1,prod_0144,seller_028,226.76,19.59
order_000098,1,prod_0465,seller_009,222.07,11.93
order_000099,1,prod_0475,seller_022,231.07,6.09
order_000099,1,prod_0352,seller_022,90.75,36.44
order_000100,1,prod_0158,seller_032,257.24,28.91
order_000100,1,prod_0400,seller_032,16.99,7.31
order_000101,1,prod_0367,seller_002,165.68,39.55
order_000101,1,prod_0259,seller_002,301.11,41.06
order_000102,1,prod_0026,seller_029,15.5,26.13
order_000103,1,prod_0263,seller_021,25.37,27.13
order_000104,1,prod_0306,seller_001,361.38,5.04
order_000104,1,prod_0301,seller_001,95.82,9.96
order_000105,1,prod_0463,seller_009,269.17,12.9
order_000106,1,prod_0208,seller_016,127.3,44.19
order_000107,1,prod_0428,seller_020,69.04,28.36
order_000108,1,prod_0441,seller_012,379.74,22.08
order_000108,1,prod_0359,seller_012,287.5,31.61
order_000109,1,prod_0199,seller_031,383.02,37.36
order_000109,1,prod_0057,seller_031,337.97,36.8
order_000110,1,prod_0489,seller_035,199.74,27.95
order_000111,1,prod_0167,seller_013,105.45,5.41
order_000112,1,prod_0477,seller_033,233.75,18.5
order_000113,1,prod_0403,seller_025,360.11,20.31
order_000113,1,prod_0221,seller_025,103.51,31.07
order_000114,1,prod_0498,seller_027,137.09,23.35
order_000114,1,prod_0421,seller_027,132.27,23.02
order_000115,1,prod_0067,seller_034,104.6,33.46
order_000115,1,prod_0401,seller_034,177.48,33.52
order_000116,1,prod_0381,seller_006,295.4,29.04
order_000117,1,prod_0188,seller_008,382.49,12.72
order_000117,1,prod_0427,seller_008,78.7,28.45
order_000118,1,prod_0329,seller_014,220.8,5.87
order_000118,1,prod_0098,seller_014,208.94,26.81
order_000119,1,prod_0490,seller_006,140.16,15.35
order_000119,1,prod_0461,seller_006,183.02,32.6
order_000120,1,prod_0281,seller_014,217.75,15.83
order_000121,1,prod_0441,seller_026,286.35,32.7
order_000122,1,prod_0023,seller_003,81.86,29.93
order_000122,1,prod_0020,seller_003,212.99,36.48
order_000123,1,prod_0463,seller_037,90.33,13.55
order_000123,1,prod_0137,seller_037,91.28,25.95
order_000124,1,prod_0391,seller_031,131.65,13.88
order_000125,1,prod_0312,seller_039,200.59,38.86
order_000125,1,prod_0476,seller_039,126.61,33.14
order_000126,1,prod_0393,seller_022,246.37,26.39
order_000126,1,prod_0255,seller_022,343.56,29.43
order_000127,1,prod_0025,seller_020,355.34,38.07
order_000128,1,prod_0182,seller_037,152.75,39.4
order_000128,1,prod_0456,seller_037,368.57,5.84
order_000129,1,prod_0238,seller_035,291.68,8.43
order_000129,1,prod_0369,seller_035,75.93,10.31
order_000130,1,prod_0093,seller_005,117.83,38.16
order_000131,1,prod_0453,seller_014,262.59,23.25
order_000131,1,prod_0375,seller_014,353.43,24.09
order_000132,1,prod_0197,seller_026,163.93,16.2
order_000133,1,prod_0011,seller_004,140.9,6.9
order_000133,1,prod_0229,seller_004,29.19,20.72
order_000134,1,prod_0317,seller_038,96.44,40.43
order_000135,1,prod_0244,seller_017,65.88,41.08
order_000135,1,prod_0064,seller_017,124.75,40.12
order_000136,1,prod_0132,seller_021,65.08,6.47
order_000136,1,prod_0312,seller_021,381.88,28.02
order_000137,1,prod_0327,seller_006,199.44,35.8
order_000138,1,prod_0219,seller_028,371.3,16.93
order_000138,1,prod_0456,seller_028,338.53,26.45
order_000139,1,prod_0271,seller_002,160.89,42.8
order_000140,1,prod_0017,seller_014,101.33,15.43
order_000141,1,prod_0324,seller_008,399.95,35.77
order_000142,1,prod_0006,seller_012,384.37,28.02
order_000142,1,prod_0453,seller_012,96.42,35.6
order_000143,1,prod_0103,seller_023,352.89,23.46
order_000144,1,prod_0244,seller_008,397.17,11.46
order_000144,1,prod_0093,seller_008,245.76,42.16
order_000145,1,prod_0044,seller_037,152.73,13.95
order_000145,1,prod_0211,seller_037,353.82,37.76
order_000146,1,prod_0184,seller_036,196.98,24.57
order_000147,1,prod_0251,seller_021,325.7,9.54
order_000147,1,prod_0365,seller_021,266.45,24.28
order_000148,1,prod_0090,seller_006,315.8,28.92
order_000149,1,prod_0020,seller_013,120.71,21.98
order_000149,1,prod_0240,seller_013,364.71,25.12
order_000150,1,prod_0422,seller_010,76.88,5.87
order_000151,1,prod_0330,seller_000,24.26,25.06
order_000151,1,prod_0284,seller_000,87.47,22.75
order_000152,1,prod_0291,seller_029,247.23,26.81
order_000153,1,prod_0455,seller_012,22.58,7.37
order_000153,1,prod_0181,seller_012,150.44,23.48
order_000154,1,prod_0450,seller_037,57.7,8.49
order_000155,1,prod_0411,seller_006,64.77,15.72
order_000156,1,prod_0235,seller_018,36.04,9.49
order_000157,1,prod_0341,seller_021,369.02,16.97
order_000157,1,prod_0273,seller_021,343.88,40.74
order_000158,1,prod_0441,seller_012,29.1,30.36
order_000158,1,prod_0066,seller_012,391.02,31.01
order_000159,1,prod_0451,seller_036,25.8,5.73
order_000159,1,prod_0408,seller_036,114.54,38.88
order_000160,1,prod_0498,seller_014,252.92,22.58
order_000160,1,prod_0019,seller_014,363.71,37.85
order_000161,1,prod_0202,seller_014,246.0,44.93
order_000161,1,prod_0051,seller_014,212.36,27.95
order_000162,1,prod_0448,seller_039,310.82,34.69
order_000162,1,prod_0049,seller_039,174.88,21.13
order_000163,1,prod_0159,seller_026,300.63,9.26
order_000163,1,prod_0338,seller_026,175.67,7.21
order_000164,1,prod_0350,seller_005,356.47,28.08
order_000164,1,prod_0180,seller_005,15.99,24.88
order_000165,1,prod_0163,seller_004,286.34,32.77
order_000166,1,prod_0210,seller_003,30.63,13.57
order_000167,1,prod_0211,seller_021,396.72,31.16
order_000167,1,prod_0347,seller_021,70.96,23.03
order_000168,1,prod_0086,seller_037,375.11,21.06
order_000169,1,prod_0191,seller_013,272.87,23.07
order_000169,1,prod_0498,seller_013,342.53,5.95
order_000170,1,prod_0041,seller_027,172.22,13.99
order_000171,1,prod_0288,seller_016,76.62,26.13
order_000172,1,prod_0287,seller_039,271.46,22.39
order_000173,1,prod_0269,seller_014,334.89,35.76
order_000174,1,prod_0475,seller_018,60.38,15.64
order_000174,1,prod_0196,seller_018,246.01,11.08
order_000175,1,prod_0276,seller_031,184.54,8.67
order_000176,1,prod_0393,seller_029,239.37,26.66
order_000177,1,prod_0294,seller_034,178.43,41.36
order_000177,1,prod_0424,seller_034,61.37,6.12
order_000178,1,prod_0238,seller_011,16.49,34.1
order_000179,1,prod_0044,seller_025,381.76,32.36
order_000179,1,prod_0439,seller_025,92.19,39.95
order_000180,1,prod_0111,seller_017,160.89,43.61
order_000180,1,prod_0227,seller_017,340.95,26.62
order_000181,1,prod_0317,seller_027,298.1,14.73
order_000181,1,prod_0444,seller_027,161.13,15.85
order_000182,1,prod_0343,seller_035,315.7,18.58
order_000182,1,prod_0146,seller_035,26.79,10.32
order_000183,1,prod_0277,seller_037,268.84,43.91
order_000184,1,prod_0304,seller_027,319.26,10.86
order_000184,1,prod_0103,seller_027,324.68,12.43
order_000185,1,prod_0127,seller_006,291.72,34.65
order_000186,1,prod_0053,seller_010,121.52,25.29
order_000186,1,prod_0459,seller_010,97.77,33.13
order_000187,1,prod_0396,seller_011,90.8,14.69
order_000187,1,prod_0370,seller_011,300.36,29.51
order_000188,1,prod_0008,seller_033,85.94,28.55
order_000189,1,prod_0477,seller_027,264.56,36.09
order_000189,1,prod_0061,seller_027,388.65,42.94
order_000190,1,prod_0396,seller_005,99.45,33.25
order_000191,1,prod_0191,seller_011,267.51,28.36
order_000191,1,prod_0091,seller_011,383.99,17.2
order_000192,1,prod_0309,seller_002,334.12,25.36
order_000193,1,prod_0391,seller_006,355.67,7.04
order_000193,1,prod_0490,seller_006,372.96,22.13
order_000194,1,prod_0142,seller_022,184.55,5.19
order_000195,1,prod_0311,seller_007,132.68,13.59
order_000196,1,prod_0104,seller_030,244.95,15.04
order_000196,1,prod_0256,seller_030,374.1,21.56
order_000197,1,prod_0300,seller_035,275.98,19.4
order_000198,1,prod_0345,seller_033,288.41,11.43
order_000199,1,prod_0104,seller_005,217.11,5.56
order_000199,1,prod_0075,seller_005,315.27,40.98
order_000200,1,prod_0226,seller_032,389.54,35.73
order_000200,1,prod_0463,seller_032,92.77,42.8
order_000201,1,prod_0166,seller_026,36.37,18.56
order_000202,1,prod_0448,seller_034,122.05,6.04
order_000203,1,prod_0155,seller_032,292.09,32.08
order_000203,1,prod_0482,seller_032,154.15,5.09
order_000204,1,prod_0289,seller_023,379.75,21.53
order_000205,1,prod_0295,seller_010,242.59,19.59
order_000205,1,prod_0071,seller_010,137.94,5.04
order_000206,1,prod_0085,seller_022,173.09,38.61
order_000206,1,prod_0441,seller_022,373.49,13.37
order_000207,1,prod_0375,seller_018,364.92,33.12
order_000208,1,prod_0048,seller_030,104.72,26.76
order_000208,1,prod_0323,seller_030,306.04,42.57
order_000209,1,prod_0099,seller_014,102.43,22.97
order_000210,1,prod_0105,seller_021,251.88,8.08
order_000210,1,prod_0324,seller_021,63.48,37.75
order_000211,1,prod_0032,seller_023,116.85,44.61
order_000211,1,prod_0220,seller_023,345.7,8.1
order_000212,1,prod_0362,seller_001,284.18,6.05
order_000213,1,prod_0453,seller_030,295.19,10.07
order_000214,1,prod_0188,seller_037,237.82,33.42
order_000215,1,prod_0487,seller_035,265.15,41.11
order_000215,1,prod_0220,seller_035,323.11,37.97
order_000216,1,prod_0082,seller_032,114.83,16.34
order_000217,1,prod_0413,seller_011,50.7,25.51
order_000218,1,prod_0316,seller_008,107.86,18.79
order_000218,1,prod_0107,seller_008,165.73,27.12
order_000219,1,prod_0449,seller_007,166.25,43.59
order_000219,1,prod_0101,seller_007,280.65,28.69
order_000220,1,prod_0140,seller_007,113.05,35.21
order_000220,1,prod_0195,seller_007,211.18,6.36
order_000221,1,prod_0094,seller_021,342.27,9.56
order_000221,1,prod_0334,seller_021,370.97,41.16
order_000222,1,prod_0423,seller_005,243.35,17.01
order_000222,1,prod_0129,seller_005,157.69,20.91
order_000223,1,prod_0416,seller_026,106.28,7.52
order_000223,1,prod_0303,seller_026,342.99,27.96
order_000224,1,prod_0101,seller_004,67.96,32.92
order_000224,1,prod_0133,seller_004,77.7,42.97
order_000225,1,prod_0003,seller_017,371.28,25.8
order_000225,1,prod_0055,seller_017,272.34,19.92
order_000226,1,prod_0241,seller_035,43.15,20.65
order_000227,1,prod_0343,seller_006,92.19,35.67
order_000228,1,prod_0209,seller_024,271.38,43.58
order_000228,1,prod_0469,seller_024,374.63,12.78
order_000229,1,prod_0447,seller_026,158.02,21.9
order_000229,1,prod_0133,seller_026,302.8,42.03
order_000230,1,prod_0317,seller_031,169.42,41.6
order_000231,1,prod_0207,seller_006,274.35,16.11
order_000231,1,prod_0468,seller_006,147.63,33.19
order_000232,1,prod_0333,seller_000,157.73,43.81
order_000233,1,prod_0179,seller_033,350.08,17.23
order_000233,1,prod_0459,seller_033,180.01,6.46
order_000234,1,prod_0327,seller_001,198.13,12.67
order_000234,1,prod_0400,seller_001,261.34,8.21
order_000235,1,prod_0203,seller_028,78.03,27.66
order_000236,1,prod_0070,seller_029,23.92,7.03
order_000236,1,prod_0353,seller_029,354.82,37.3
order_000237,1,prod_0447,seller_036,76.86,11.87
order_000238,1,prod_0153,seller_028,143.72,9.68
order_000239,1,prod_0288,seller_030,293.42,38.46
order_000239,1,prod_0212,seller_030,177.84,24.87
order_000240,1,prod_0486,seller_016,239.35,22.18
order_000241,1,prod_0001,seller_023,225.72,35.27
order_000242,1,prod_0417,seller_021,373.98,38.01
order_000242,1,prod_0148,seller_021,289.34,40.21
order_000243,1,prod_0044,seller_007,333.67,42.73
order_000244,1,prod_0326,seller_037,146.93,27.06
order_000244,1,prod_0483,seller_037,319.16,14.36
order_000245,1,prod_0325,seller_022,176.88,36.94
order_000245,1,prod_0392,seller_022,375.95,11.89
order_000246,1,prod_0063,seller_028,276.82,9.42
order_000247,1,prod_0098,seller_017,45.39,43.09
order_000247,1,prod_0149,seller_017,267.45,27.06
order_000248,1,prod_0251,seller_035,165.04,25.13
order_000248,1,prod_0343,seller_035,153.92,22.92
order_000249,1,prod_0396,seller_020,187.98,16.21
order_000249,1,prod_0403,seller_020,22.4,11.97
order_000250,1,prod_0031,seller_032,322.71,33.35
order_000250,1,prod_0170,seller_032,373.71,21.17
order_000251,1,prod_0278,seller_008,17.35,5.73
order_000252,1,prod_0300,seller_034,379.33,39.41
order_000252,1,prod_0120,seller_034,125.9,26.15
order_000253,1,prod_0499,seller_031,55.68,29.7
order_000254,1,prod_0410,seller_022,282.52,34.95
order_000255,1,prod_0317,seller_029,57.88,42.96
order_000255,1,prod_0115,seller_029,58.19,15.28
order_000256,1,prod_0453,seller_002,301.28,31.47
order_000256,1,prod_0275,seller_002,249.3,30.99
order_000257,1,prod_0235,seller_010,351.71,17.19
order_000257,1,prod_0149,seller_010,108.88,39.68
order_000258,1,prod_0098,seller_006,256.74,42.75
order_000258,1,prod_0397,seller_006,323.97,21.01
order_000259,1,prod_0227,seller_017,154.22,26.38
order_000260,1,prod_0243,seller_023,260.4,25.98
order_000260,1,prod_0291,seller_023,350.53,23.26
order_000261,1,prod_0268,seller_001,34.48,16.96
order_000261,1,prod_0179,seller_001,269.94,21.76
order_000262,1,prod_0321,seller_039,41.88,9.6
order_000262,1,prod_0477,seller_039,234.88,32.44
order_000263,1,prod_0339,seller_025,147.09,6.97
order_000263,1,prod_0427,seller_025,363.65,21.45
order_000264,1,prod_0053,seller_012,199.32,15.41
order_000265,1,prod_0102,seller_029,161.06,32.39
order_000266,1,prod_0489,seller_012,61.07,18.75
order_000266,1,prod_0150,seller_012,86.91,24.64
order_000267,1,prod_0461,seller_008,44.22,31.26
order_000268,1,prod_0303,seller_016,85.18,10.09
order_000269,1,prod_0067,seller_039,249.17,36.08
order_000270,1,prod_0044,seller_012,209.81,18.07
order_000271,1,prod_0179,seller_033,78.64,9.52
order_000272,1,prod_0291,seller_016,29.96,6.42
order_000273,1,prod_0001,seller_005,25.3,12.8
order_000274,1,prod_0146,seller_023,210.1,42.01
order_000274,1,prod_0375,seller_023,396.24,19.37
order_000275,1,prod_0479,seller_004,120.5,26.5
order_000276,1,prod_0085,seller_030,293.92,27.69
order_000276,1,prod_0365,seller_030,282.22,39.26
order_000277,1,prod_0414,seller_016,67.86,14.52
order_000278,1,prod_0406,seller_008,271.23,20.94
order_000279,1,prod_0051,seller_010,387.87,32.17
order_000279,1,prod_0246,seller_010,275.17,12.18
order_000280,1,prod_0078,seller_030,383.94,15.09
order_000281,1,prod_0401,seller_019,344.2,18.23
order_000281,1,prod_0442,seller_019,301.57,27.38
order_000282,1,prod_0475,seller_015,64.21,13.5
order_000283,1,prod_0440,seller_011,331.86,44.69
order_000283,1,prod_0172,seller_011,385.6,42.95
order_000284,1,prod_0192,seller_023,169.02,30.6
order_000285,1,prod_0362,seller_030,39.71,27.22
order_000286,1,prod_0365,seller_038,82.06,32.78
order_000287,1,prod_0111,seller_000,321.97,44.06
order_000287,1,prod_0295,seller_000,165.52,11.0
order_000288,1,prod_0482,seller_010,94.65,13.56
order_000288,1,prod_0126,seller_010,164.16,39.13
order_000289,1,prod_0248,seller_016,226.54,39.99
order_000290,1,prod_0345,seller_025,81.22,24.63
order_000291,1,prod_0353,seller_005,245.43,36.08
order_000292,1,prod_0059,seller_001,106.97,17.11
order_000292,1,prod_0477,seller_001,82.39,12.55
order_000293,1,prod_0203,seller_012,328.21,22.72
order_000293,1,prod_0351,seller_012,156.89,25.03
order_000294,1,prod_0109,seller_009,349.0,34.89
order_000294,1,prod_0237,seller_009,302.68,5.28
order_000295,1,prod_0189,seller_016,149.98,29.42
order_000295,1,prod_0417,seller_016,69.42,43.46
order_000296,1,prod_0466,seller_011,68.26,9.69
order_000297,1,prod_0193,seller_012,75.79,16.81
order_000297,1,prod_0224,seller_012,207.94,18.19
order_000298,1,prod_0318,seller_007,108.85,20.01
order_000299,1,prod_0159,seller_024,366.48,26.37
order_000300,1,prod_0041,seller_019,368.76,33.67
order_000301,1,prod_0374,seller_001,123.18,44.07
order_000301,1,prod_0035,seller_001,163.83,40.28
order_000302,1,prod_0232,seller_001,389.6,30.69
order_000303,1,prod_0059,seller_029,225.91,32.84
order_000303,1,prod_0328,seller_029,187.77,32.37
order_000304,1,prod_0355,seller_001,329.23,17.13
order_000304,1,prod_0130,seller_001,364.82,24.42
order_000305,1,prod_0039,seller_039,144.54,41.7
order_000305,1,prod_0230,seller_039,356.69,23.5
order_000306,1,prod_0055,seller_015,68.63,19.59
order_000306,1,prod_0352,seller_015,133.42,7.62
order_000307,1,prod_0290,seller_024,369.06,36.47
order_000308,1,prod_0460,seller_011,367.93,24.13
order_000308,1,prod_0428,seller_011,318.29,12.8
order_000309,1,prod_0034,seller_014,270.62,32.07
order_000310,1,prod_0167,seller_012,194.68,19.42
order_000310,1,prod_0426,seller_012,94.83,5.98
order_000311,1,prod_0331,seller_004,223.48,10.26
order_000311,1,prod_0475,seller_004,100.67,29.0
order_000312,1,prod_0260,seller_008,199.94,33.67
order_000312,1,prod_0286,seller_008,295.69,13.06
order_000313,1,prod_0248,seller_029,197.69,22.35
order_000313,1,prod_0202,seller_029,74.78,27.71
order_000314,1,prod_0174,seller_033,346.06,43.34
order_000314,1,prod_0347,seller_033,249.93,16.27
order_000315,1,prod_0012,seller_010,282.74,24.84
order_000316,1,prod_0026,seller_032,34.19,33.72
order_000317,1,prod_0175,seller_027,216.01,43.89
order_000318,1,prod_0023,seller_029,348.34,32.15
order_000319,1,prod_0081,seller_013,131.7,11.85
order_000319,1,prod_0187,seller_013,24.54,11.41
order_000320,1,prod_0018,seller_027,179.4,8.99
order_000321,1,prod_0192,seller_024,268.75,23.56
order_000321,1,prod_0377,seller_024,127.63,25.81
order_000322,1,prod_0369,seller_025,77.57,43.5
order_000323,1,prod_0208,seller_019,109.53,34.81
order_000323,1,prod_0004,seller_019,161.61,10.4
order_000324,1,prod_0392,seller_037,77.44,44.11
order_000325,1,prod_0007,seller_035,315.95,20.61
order_000325,1,prod_0387,seller_035,40.38,36.71
order_000326,1,prod_0055,seller_031,384.99,16.82
order_000326,1,prod_0393,seller_031,205.05,6.16
order_000327,1,prod_0085,seller_030,108.05,18.72
order_000327,1,prod_0414,seller_030,286.4,36.12
order_000328,1,prod_0201,seller_012,58.53,33.22
order_000329,1,prod_0453,seller_039,350.91,7.58
order_000330,1,prod_0089,seller_029,135.7,42.03
order_000330,1,prod_0023,seller_029,380.65,44.68
order_000331,1,prod_0480,seller_017,45.62,21.21
order_000331,1,prod_0202,seller_017,348.48,33.14
order_000332,1,prod_0146,seller_003,156.84,14.79
order_000333,1,prod_0171,seller_031,262.34,14.07
order_000333,1,prod_0335,seller_031,112.8,27.85
order_000334,1,prod_0047,seller_022,300.04,16.3
order_000335,1,prod_0256,seller_017,246.45,29.95
order_000336,1,prod_0274,seller_002,237.75,17.48
order_000336,1,prod_0090,seller_002,16.63,38.45
order_000337,1,prod_0011,seller_002,314.03,25.28
order_000337,1,prod_0345,seller_002,294.85,32.44
order_000338,1,prod_0139,seller_013,187.08,30.23
order_000338,1,prod_0282,seller_013,308.77,15.5
order_000339,1,prod_0042,seller_020,283.42,43.75
order_000339,1,prod_0270,seller_020,98.67,44.95
order_000340,1,prod_0245,seller_022,372.27,24.13
order_000340,1,prod_0374,seller_022,356.37,37.71
order_000341,1,prod_0105,seller_020,300.42,31.78
order_000342,1,prod_0214,seller_013,193.61,33.38
order_000342,1,prod_0262,seller_013,250.04,24.6
order_000343,1,prod_0305,seller_028,346.18,27.44
order_000344,1,prod_0017,seller_038,233.92,13.13
order_000345,1,prod_0134,seller_011,94.37,28.43
order_000345,1,prod_0248,seller_011,189.99,35.88
order_000346,1,prod_0089,seller_007,286.62,16.95
order_000346,1,prod_0474,seller_007,288.69,16.3
order_000347,1,prod_0303,seller_005,271.94,26.31
order_000348,1,prod_0438,seller_032,24.72,15.95
order_000349,1,prod_0296,seller_007,273.09,8.88
order_000349,1,prod_0112,seller_007,22.46,8.3
order_000350,1,prod_0472,seller_036,152.74,44.96
order_000350,1,prod_0483,seller_036,260.79,34.94
order_000351,1,prod_0214,seller_039,355.65,28.62
order_000352,1,prod_0106,seller_037,280.98,30.46
order_000353,1,prod_0231,seller_023,43.2,28.65
order_000354,1,prod_0442,seller_028,153.83,17.21
order_000354,1,prod_0459,seller_028,367.79,30.1
